rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source
11,Connor Prielipp,687570,MIN,L,ATH,ATH@MIN,1:10 PM CT,2026-07-26T18:10:00Z,ok,official,5.166666666666666,22,2.4444444444444446,season_avg,starter,22.481989943924066,25.64931403378962,5.355968141704758,4.861383059578226,2.023379094953166,9,9,1.0,22,,22,3.375000128746038,1.080000041198732,9.585000365638747,4.118210332606334,clear,,7.0,11.34,5.555555555555556,6.509999999999999,0.3,308,848,"805779,701762,641680,691016,695720,687515,675961,643446,703607",Jacob Wilson; Nick Kurtz; Jonah Heim; Tyler Soderstrom; Tommy White; Colby Thomas; Alika Williams; Jeff McNeil; Henry Bolte,
12,Kyle Leahy,681517,STL,R,CIN,CIN@STL,1:15 PM CT,2026-07-26T18:15:00Z,ok,official,5.066666666666666,22,2.4444444444444446,season_avg,starter,24.116100677233636,25.844379096844136,5.320178796622504,5.428826852317863,2.1704490609510274,9,9,1.0,22,,22,3.1153847815978994,0.9440559944236059,7.458042355946486,4.1228415444624416,clear,,5.0,9.0,5.0,5.066666666666666,0.3,822,747,"682829,668715,668709,553993,663993,667472,682622,624431,663647",Elly De La Cruz; Spencer Steer; JJ Bleday; Eugenio Suárez; Nathaniel Lowe; Dane Myers; Noelvi Marte; Jose Trevino; Ke'Bryan Hayes,
13,Shane Baz,669358,BAL,R,ATL,ATL@BAL,12:35 PM CT,2026-07-26T17:35:00Z,ok,official,5.809523809523809,25,2.7777777777777777,season_avg,starter,18.01557716745601,21.982853417616898,5.13101442882646,4.508251905126236,1.6214019450710406,9,9,1.0,25,,25,3.2124646586661765,0.688385283999895,8.031161646665442,4.252098156875035,low,elev_xfip,5.666666666666667,10.2,5.0,6.584126984126984,0.3,1126,798,"686948,645277,621566,671739,643289,642086,663586,573262,805347",Drake Baldwin; Ozzie Albies; Matt Olson; Michael Harris II; Mauricio Dubón; Dominic Smith; Austin Riley; Mike Yastrzemski; Jim Jarvis,
14,Carson Whisenhunt,687931,SF,L,LAA,LAA@SF,3:05 PM CT,2026-07-26T20:05:00Z,ok,official,4.800000000000001,21,2.3333333333333335,season_shrunk,starter,27.804355853481542,31.52345173041895,5.1255175534093,5.615177051982891,2.502392026813339,9,9,1.0,21,,21,5.062500301748532,0.843750050291422,5.062500301748532,5.6788980215004115,high,"high_bb,high_xfip",4.333333333333333,7.468085106382978,5.222222222222222,3.9829787234042557,0.3,50,122,"687263,545361,687093,624585,694384,666176,694203,642350,681351",Zach Neto; Mike Trout; Vaughn Grissom; Jorge Soler; Nolan Schanuel; Jo Adell; Denzer Guzman; Jose Siri; Logan O'Hoppe,statcast_fallback
15,Ranger Suarez,624133,BOS,L,TOR,TOR@BOS,12:35 PM CT,2026-07-26T17:35:00Z,ok,official,5.296296296296296,22,2.4444444444444446,season_avg,starter,17.897698983296564,21.846598718478,5.086989378949562,3.862365779451757,1.610792908496691,9,9,1.0,22,,22,2.5620439382981313,0.4927007573650253,9.55839469288149,3.2938341600207566,clear,,6.333333333333333,13.5,4.222222222222222,7.944444444444444,0.3,384,1062,"664770,665489,672386,543807,662139,672960,676391,665926,676914",Nathan Lukes; Vladimir Guerrero Jr.; Alejandro Kirk; George Springer; Daulton Varsho; Kazuma Okamoto; Ernie Clement; Andrés Giménez; Davis Schneider,
16,Will Warren,701542,NYY,R,PHI,NYY@PHI,6:20 PM CT,2026-07-26T23:20:00Z,ok,official,5.157894736842105,23,2.5555555555555554,season_start_est,starter,22.640118969384208,22.762795236968508,4.959370368007379,5.23414161682467,2.037610707244579,9,9,1.0,23,,23,3.0909092714197706,1.2727273470551996,8.818182333168169,3.9387271807647206,low,elev_hr,4.0,7.5348837209302335,4.777777777777778,4.318237454100368,0.3,914,763,"607208,656941,547180,669016,664761,681082,592663,687282,702222",Trea Turner; Kyle Schwarber; Bryce Harper; Brandon Marsh; Alec Bohm; Bryson Stott; J.T. Realmuto; Gabriel Rincones Jr.; Justin Crawford,
17,Emmet Sheehan,686218,LAD,R,NYM,LAD@NYM,12:40 PM CT,2026-07-26T17:40:00Z,ok,official,4.87719298245614,21,2.3333333333333335,season_avg,starter,21.566352153893337,25.669355107475848,4.8698477325747955,4.555389577970393,1.9409716938504005,9,9,1.0,21,,21,2.771863198279992,1.7452471989170322,10.163498393693304,3.9336322771364456,medium,high_hr,6.0,10.340425531914894,5.222222222222222,5.603583426651737,0.3,874,679,"805999,596019,666182,701807,593871,676724,621438,683146,620443",A.J. Ewing; Francisco Lindor; Bo Bichette; Carson Benge; Jorge Polanco; Jared Young; Tyrone Taylor; Brett Baty; Luis Torrens,
18,Miles Mikolas,571945,WSH,R,AZ,AZ@WSH,12:35 PM CT,2026-07-26T17:35:00Z,ok,official,7.0,30,3.3333333333333335,season_start_est,swingman,19.025839417910973,20.83660971081532,4.839656218796676,5.6785004806339066,1.7123255476119876,9,9,1.0,30,,30,1.8367347653733377,1.9285715036420046,4.683673651702011,4.646813797654214,medium,"high_hr,elev_xfip",2.3333333333333335,3.7058823529411766,5.666666666666667,2.882352941176471,0.3,871,666,"682998,672695,672515,606466,596146,571448,680728,682988,694374",Corbin Carroll; Geraldo Perdomo; Gabriel Moreno; Ketel Marte; Max Kepler; Nolan Arenado; Adrian Del Castillo; Tyler Locklear; Tim Tawa,
19,Ronel Blanco,669854,HOU,R,CWS,HOU@CWS,1:10 PM CT,2026-07-26T18:10:00Z,ok,official,4.77,20,2.2222222222222223,season_shrunk,starter,22.79245211671308,25.861757105943152,4.777643259523854,4.541054074404818,2.0513206905041774,9,9,1.0,20,,20,5.7857150739554095,3.8571433826369397,15.428573530547759,3.57538523012192,high,"high_bb,high_hr",6.0,10.8,5.0,5.724,0.19999999999999998,73,13,"803011,808959,678246,695731,643217,671976,805367,682668,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Braden Montgomery; Andrew Benintendi; Tristan Peters; Chase Meidroth; Luisangel Acuña; Drew Romo,statcast_fallback
20,Kohl Drake,684442,AZ,L,WSH,AZ@WSH,12:35 PM CT,2026-07-26T17:35:00Z,ok,official,4.845,21,2.3333333333333335,season_shrunk,starter,24.42382268821849,26.978048780487804,4.771840172529194,5.157300215661492,2.198144041939664,9,9,1.0,21,,21,3.6,0.0,9.0,4.437916345894337,medium,"elev_bb,elev_xfip",3.0,6.0,4.5,3.2299999999999995,0.19999999999999998,24,61,"695578,665953,686611,682928,691781,696285,695670,671277,683083",James Wood; Andrés Chaparro; Dylan Crews; CJ Abrams; Brady House; Jacob Young; Harry Ford; Luis García Jr.; Nasim Nuñez,statcast_fallback
21,Framber Valdez,664285,DET,L,KC,KC@DET,12:40 PM CT,2026-07-26T17:40:00Z,ok,official,5.396825396825396,24,2.6666666666666665,season_avg,starter,16.919374644891306,23.597043987167282,4.633587277503406,4.063019418989829,1.5227437180402177,9,9,1.0,24,,24,3.1569232251410018,0.9138461967513426,7.310769574010741,4.294844851084996,low,elev_xfip,4.666666666666667,9.947368421052632,4.222222222222222,5.964912280701754,0.3,402,1335,"657041,679845,521692,695506,516782,686555,686475,571912,623205",Lane Thomas; Nick Loftin; Salvador Perez; Jac Caglianone; Starling Marte; Isaac Collins; Tyler Tolbert; Luke Maile; Andrew Velazquez,
22,Andrew Abbott,671096,CIN,L,STL,CIN@STL,1:15 PM CT,2026-07-26T18:15:00Z,ok,official,4.786363636363637,21,2.3333333333333335,season_avg,starter,23.710527317346273,26.505234800310017,4.593495486728101,4.895456214806378,2.1339474585611646,9,9,1.0,21,,21,4.054054054054054,1.2972972972972974,7.297297297297297,4.740085747032553,high,"high_bb,elev_hr,elev_xfip",4.333333333333333,7.3125,5.333333333333333,3.888920454545455,0.3,590,1336,"802139,691023,671056,676475,691026,665877,676369,691458,686780",JJ Wetherholt; Jordan Walker; Iván Herrera; Alec Burleson; Masyn Winn; José Fermín; Nelson Velázquez; Blaze Jordan; Pedro Pagés,
23,Drew Rasmussen,656876,TB,R,CLE,CLE@TB,11:15 AM CT,2026-07-26T16:15:00Z,ok,official,5.566666666666666,22,2.4444444444444446,season_avg,starter,18.553849514611674,19.436361099667966,4.531488478776977,3.8104320460933554,1.6698464563150506,9,9,1.0,22,,22,1.5527157306471624,1.0351438204314416,8.884984458703206,3.275899073904437,clear,,5.333333333333333,10.046511627906977,4.777777777777778,6.213953488372093,0.3,1007,630,"680757,608070,800050,677587,683953,682657,700932,595978,690984",Steven Kwan; José Ramírez; Chase DeLauter; Brayan Rocchio; Travis Bazzana; Angel Martínez; Kyle Manzardo; Austin Hedges; Petey Halpin,
24,Freddy Peralta,642547,NYM,R,LAD,LAD@NYM,12:40 PM CT,2026-07-26T17:40:00Z,ok,official,4.908333333333333,22,2.4444444444444446,season_avg,starter,18.18690833041748,22.454909048664007,4.515049669337976,4.1412730467894425,1.6368217497375732,9,9,1.0,22,,22,3.7750760753846344,1.3951368104682345,9.027355832441517,4.255016380716029,medium,"elev_bb,elev_hr,elev_xfip",5.0,9.878048780487806,4.555555555555555,5.38719512195122,0.3,1279,721,"660271,681624,518692,571970,605141,669242,663656,606192,672613",Shohei Ohtani; Andy Pages; Freddie Freeman; Max Muncy; Mookie Betts; Tommy Edman; Kyle Tucker; Teoscar Hernández; Eliezer Alfonzo,
25,José Soriano,667755,LAA,R,SF,LAA@SF,3:05 PM CT,2026-07-26T20:05:00Z,ok,official,5.031818181818182,21,2.3333333333333335,season_avg,starter,24.020387014107367,23.5276695531386,4.511886178098323,4.9233209725316005,2.161834831269663,9,9,1.0,21,,21,4.11864406779661,0.9152542372881356,9.305084745762711,3.7073259844113204,medium,high_bb,4.0,6.352941176470588,5.666666666666667,3.5518716577540106,0.3,1040,917,"650333,671218,805811,646240,669477,687551,642715,701852,687529",Luis Arraez; Heliot Ramos; Bryce Eldridge; Rafael Devers; Casey Schmitt; Drew Gilbert; Willy Adames; Drew Cavanaugh; Grant McCray,
26,Luinder Avila,679883,KC,R,DET,KC@DET,12:40 PM CT,2026-07-26T17:40:00Z,ok,official,4.7727272727272725,21,2.3333333333333335,season_start_est,starter,24.4963764258119,25.84411188155849,4.502411614149663,4.865285450443149,2.204673878323071,9,9,1.0,21,,21,5.00000030275377,0.8571429090435033,8.142857635913282,4.614601212929967,medium,"high_bb,elev_xfip",4.0,6.893617021276596,5.222222222222222,3.6557059961315286,0.3,687,457,"690993,805808,650402,682985,693307,681481,679529,681546,701678",Colt Keith; Kevin McGonigle; Gleyber Torres; Riley Greene; Dillon Dingler; Kerry Carpenter; Spencer Torkelson; James Outman; Hao-Yu Lee,
27,Jeffrey Springs,605488,ATH,L,MIN,ATH@MIN,1:10 PM CT,2026-07-26T18:10:00Z,ok,official,4.9523809523809526,22,2.4444444444444446,season_avg,starter,22.325996007516892,27.28379311996842,4.198140972326567,4.803466695160402,2.0093396406765205,9,9,1.0,22,,22,3.331168913684422,2.3668831755126156,7.538961225706849,4.837338478797841,high,"high_hr,high_xfip",2.0,5.0625,3.5555555555555554,2.7857142857142856,0.3,469,1284,"668885,621439,680777,668904,665019,807712,656577,686797,668952",Austin Martin; Byron Buxton; Ryan Jeffers; Royce Lewis; Kody Clemens; Luke Keaschall; Alex Jackson; Brooks Lee; Ryan Kreidler,
28,Kyle Freeland,607536,COL,L,MIL,COL@MIL,1:10 PM CT,2026-07-26T18:10:00Z,ok,official,5.228070175438596,24,2.6666666666666665,season_avg,starter,15.959491115119683,22.50891793582988,4.063227701309477,3.8656289313096632,1.4363542003607714,9,9,1.0,24,,24,1.9148936170212767,1.9148936170212767,7.946808510638298,4.191070685075953,medium,high_hr,5.0,7.788461538461539,5.777777777777778,4.5242914979757085,0.3,362,1180,"694192,668930,683734,661388,641343,596142,800325,806198,687401",Jackson Chourio; Brice Turang; Andrew Vaughn; William Contreras; Jake Bauers; Gary Sánchez; Luis Lara; Cooper Pratt; Joey Ortiz,
29,Parker Messick,800048,CLE,L,TB,CLE@TB,11:15 AM CT,2026-07-26T16:15:00Z,ok,official,5.968253968253968,24,2.6666666666666665,season_avg,starter,16.971801397724583,19.251865888991045,4.040984062701358,4.052918822859787,1.5274621257952126,9,9,1.0,24,,24,2.7535413145365784,0.841359846108399,8.872522013506753,3.5618751682845193,clear,,4.333333333333333,6.051724137931034,6.4444444444444455,4.013136288998357,0.3,493,1330,"650490,668723,691406,676356,802415,810938,656775,663743,680700",Yandy Díaz; Ryan Vilade; Junior Caminero; Jonny DeLuca; Chandler Simpson; Ben Williamson; Cedric Mullins; Nick Fortes; Richie Palacios,
30,Walker Buehler,621111,SD,R,MIA,SD@MIA,12:40 PM CT,2026-07-26T17:40:00Z,ok,official,4.523809523809524,20,2.2222222222222223,season_avg,starter,18.15681019116247,23.512798120089784,3.6669196264884474,3.597954254481142,1.6341129172046223,9,9,1.0,20,,20,3.802817003567575,1.1408451010702725,7.985915707491907,4.327722122804836,medium,"elev_bb,elev_xfip",3.6666666666666665,7.615384615384615,4.333333333333333,3.8278388278388276,0.3,868,762,"672640,669065,681715,669364,689414,665052,665923,688363,691788",Otto Lopez; Kyle Stowers; Heriberto Hernández; Xavier Edwards; Liam Hicks; Griffin Conine; Esteury Ruiz; Graham Pauley; Joe Mack,
