rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
11,Cristopher Sánchez,650911,PHI,L,BAL,PHI@BAL,6:05 PM CT,2026-08-01T23:05:00Z,ok,prior:2026-07-31,6.028727050319711,25,2.7777777777777777,season_avg,starter,20.832195122917767,23.386863797648672,5.292692922634183,4.7423642555616965,1.874897561062599,9,9,1.0,25,,25,1.8173078256245998,0.7788462109819714,10.189904593680792,2.592242190224019,clear,,1.0,,6.666666666666667,9.818181818181818,6.111111111111111,6.576793145803321,0.3,22.01834862385321,0.2538807322278419,11.926605504587156,recent,0.9895766064489989,patient,0.95,0.9564807339449541,elevated,470,1633,"687637,624413,683002,621493,665750,702616,691723,681297,650968",Dylan Beavers; Pete Alonso; Gunnar Henderson; Taylor Ward; Leody Taveras; Jackson Holliday; Coby Mayo; Colton Cowser; Yohel Pozo,,False,,22,0.27586206896551724,soft,avg,-1.667804877082233,-1.1861535009354434,,"arsenal K% 20.8 (avg solo, -1.7 vs lg, -1.2 vs opp K%, opp K% 22.0; slate #22/29 soft)",1.0,8.0,26.0,0.0,2.0,4.0,.154,.539,30.76923076923077,1,8,8.0,0,0,,2023-07-24 H: 7.0IP 8K
12,Framber Valdez,664285,DET,L,ATH,DET@ATH,8:40 PM CT,2026-08-02T01:40:00Z,ok,prior:2026-07-31,5.18095238095238,23,2.5555555555555554,season_avg,starter,22.04324451295932,23.070309717877237,5.2457013364305976,5.039723713697847,1.9838920061663388,9,9,1.0,23,,23,3.255882499061248,0.9529412192374384,7.305882680820361,4.303121587408032,low,"elev_xfip,short_recent_ip",0.96,short_recent_ip,4.666666666666667,9.947368421052632,4.222222222222222,5.726315789473684,0.3,21.316614420062695,0.20737554965628233,5.956112852664577,recent,1.0070845135197657,aggressive,1.0187510971786833,1.0,low,415,1419,"701762,805779,641680,691016,695720,671732,703607,643446,675961",Nick Kurtz; Jacob Wilson; Jonah Heim; Tyler Soderstrom; Tommy White; Lawrence Butler; Henry Bolte; Jeff McNeil; Alika Williams,,False,,17,0.4482758620689655,avg,avg,-0.4567554870406809,0.7266300928966238,,"arsenal K% 22.0 (avg solo, -0.5 vs lg, +0.7 vs opp K%, opp K% 21.3; slate #17/29 avg)",18.0,107.0,440.0,31.0,6.0,79.0,.198,.547,24.318181818181817,5,40,8.0,4,22,5.5,2026-07-09 H: 7.0IP 9K; 2025-09-25 A: 7.0IP 10K; 2025-06-18 A: 6.0IP 3K; 2024-09-12 H: 6.1IP 6K; 2024-05-15 H: 7.0IP 8K; 2023-09-11 H: 7.0IP 10K; 2023-07-21 A: 5.0IP 4K; 2023-05-27 A: 6.0IP 5K
13,Ronel Blanco,669854,HOU,R,TEX,TEX@HOU,6:10 PM CT,2026-08-01T23:10:00Z,ok,prior:2026-07-31,4.6269,19,2.111111111111111,season_shrunk,starter,26.68598547945031,30.16638509854884,5.2097036790558136,5.124059598819767,2.401738693150528,9,9,1.0,19,,19,5.40000051498418,3.6000003433227867,10.80000102996836,4.327156711598307,high,"high_bb,high_hr,elev_xfip,exit_hr",0.873,exit_hr,6.0,10.8,5.0,5.5522800000000005,0.19999999999999998,24.489795918367346,0.2528866831749615,7.871720116618076,recent,1.0185449773149957,neutral,1.0038545189504373,1.0,neutral,135,36,"592626,694671,608369,607043,677649,694497,669394,670032,642851",Joc Pederson; Wyatt Langford; Corey Seager; Brandon Nimmo; Ezequiel Duran; Evan Carter; Jake Burger; Nicky Lopez; Austin Wynns,statcast_fallback,False,,3,0.9310344827586207,elite,elite,4.185985479450309,2.1961895610829636,,"arsenal K% 26.7 (elite solo, +4.2 vs lg, +2.2 vs opp K%, opp K% 24.5; slate #3/29 elite)",8.0,25.0,137.0,18.0,4.0,23.0,.197,.657,18.248175182481752,4,14,3.5,3,11,3.6666666666666665,2025-05-17 A: 6.0IP 5K; 2024-07-14 H: 6.0IP 5K; 2024-04-13 H: 6.0IP 5K; 2024-04-07 A: 6.0IP 4K; 2023-06-30 A: 5.0IP 2K; 2023-04-16 H: 2.0IP 3K; 2023-04-14 H: 1.0IP 1K
14,Miles Mikolas,571945,WSH,R,ATL,WSH@ATL,6:15 PM CT,2026-08-01T23:15:00Z,ok,prior:2026-07-31,6.79,29,3.2222222222222223,season_start_est,swingman,20.932271619775065,23.69502100150413,5.155709592313091,6.167064123472484,1.8839044457797558,9,9,1.0,29,,29,1.8529412457687247,2.0294118406038413,4.588235465713033,4.742882821656238,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,2.3333333333333335,3.7058823529411766,5.666666666666667,2.795882352941177,0.3,23.119777158774372,0.23897693569348055,7.520891364902507,recent,1.010440122694491,neutral,1.0070119777158775,1.0,neutral,909,691,"660670,686948,621566,645277,671739,643289,663586,663698,805347",Ronald Acuña Jr.; Drake Baldwin; Matt Olson; Ozzie Albies; Michael Harris II; Mauricio Dubón; Austin Riley; Joey Bart; Jim Jarvis,,True,"K9 4.6, soft L3 2.3, elev_xFIP 4.74",21,0.3103448275862069,soft,avg,-1.5677283802249349,-2.187505538999307,FILLER,"soft-contact (K9 4.6, soft L3 2.3, elev_xFIP 4.74) + arsenal K% 20.9 (avg solo, -1.6 vs lg, -2.2 vs opp K%, opp K% 23.1; slate #21/29 soft) — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds; also swingman — fade full-outing chalk",10.0,36.0,232.0,11.0,10.0,57.0,.263,.736,15.517241379310345,1,6,6.0,4,10,2.5,2026-05-22 A: 5.0IP 3K; 2025-04-23 A: 6.0IP 2K; 2024-07-21 A: 6.0IP 3K; 2023-09-05 A: 6.2IP 2K; 2023-04-05 H: 6.0IP 6K
15,Andrew Abbott,671096,CIN,L,PIT,PIT@CIN,5:40 PM CT,2026-08-01T22:40:00Z,ok,prior:2026-07-31,4.786363636363637,21,2.3333333333333335,season_avg,starter,24.647501121006268,28.863531085356644,4.967987991053262,5.430445506699464,2.218275100890564,9,9,1.0,21,,21,4.153846153846154,1.3076923076923077,7.230769230769231,4.764857528441482,high,"high_bb,elev_hr,elev_xfip",0.9,,4.333333333333333,7.3125,5.333333333333333,3.888920454545455,0.3,22.972972972972972,0.25016189640288117,6.486486486486487,recent,1.0026001461676046,aggressive,1.0145081081081082,1.0,low,613,1413,"663968,664040,668804,699013,656811,693304,682848,694378,680779",Jake Mangum; Brandon Lowe; Bryan Reynolds; Esmerlyn Valdez; Ryan O'Hearn; Nick Gonzales; Endy Rodríguez; Jacob Gonzalez; Henry Davis,,False,,5,0.8620689655172413,elite,elite,2.147501121006268,1.6745281480332963,,"arsenal K% 24.6 (elite solo, +2.1 vs lg, +1.7 vs opp K%, opp K% 23.0; slate #5/29 elite)",5.0,32.0,106.0,8.0,8.0,21.0,.216,.759,30.18867924528302,3,17,5.666666666666667,2,15,7.5,2026-06-26 A: 5.1IP 6K; 2026-04-01 H: 5.2IP 5K; 2025-04-12 H: 5.0IP 5K; 2023-09-22 H: 4.1IP 7K; 2023-08-11 A: 5.2IP 9K
16,Max Fried,608331,NYY,L,CHC,NYY@CHC,6:15 PM CT,2026-08-01T23:15:00Z,ok,prior:2026-07-31,5.399166666666668,21,2.3333333333333335,season_avg,starter,20.733911552123473,23.2225628968102,4.881943917265203,4.23956273895029,1.8660520396911124,9,9,1.0,21,,21,2.842105366906905,0.1291866075866775,7.8803830627873275,3.715021782907712,low,short_recent_ip,0.93,short_recent_ip,4.333333333333333,10.636363636363637,3.6666666666666665,6.380833333333335,0.3,23.306233062330623,0.28582452742522513,7.588075880758808,recent,0.9868181901329284,neutral,1.0064073170731707,1.0,neutral,235,805,"691718,699393,683737,608324,664023,663538,624424,621020,665804",Pete Crow-Armstrong; Pedro Ramírez; Michael Busch; Alex Bregman; Ian Happ; Nico Hoerner; Michael Conforto; Dansby Swanson; Miguel Amaya,,False,,23,0.2413793103448276,soft,avg,-1.7660884478765269,-2.57232151020715,,"arsenal K% 20.7 (avg solo, -1.8 vs lg, -2.6 vs opp K%, opp K% 23.3; slate #23/29 soft)",7.0,40.0,153.0,11.0,2.0,23.0,.163,.477,26.143790849673202,1,2,2.0,2,17,8.5,2025-07-12 H: 3.0IP 2K; 2024-05-22 A: 9.0IP 9K; 2023-08-04 A: 6.0IP 8K
17,Drew Rasmussen,656876,TB,R,CWS,CWS@TB,3:10 PM CT,2026-08-01T20:10:00Z,ok,prior:2026-07-31,5.518793333333333,22,2.4444444444444446,season_avg,starter,18.878667502145863,24.29109722739307,4.815536106503954,4.239117228560467,1.6990800751931276,9,9,1.0,22,,22,1.535928213881451,0.9700599245567059,9.053892629195921,3.2383740487543338,clear,,1.0,,5.333333333333333,10.046511627906977,4.777777777777778,6.160513488372093,0.3,22.727272727272727,0.21142411631994193,9.375,recent,1.0210803723876682,neutral,0.990325,0.9914000000000001,mild,1090,634,"803011,808959,678246,695657,643217,695731,671976,805367,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Colson Montgomery; Andrew Benintendi; Braden Montgomery; Tristan Peters; Chase Meidroth; Drew Romo,,False,,26,0.13793103448275862,soft,soft,-3.6213324978541372,-3.848605225126864,,"arsenal K% 18.9 (soft solo, -3.6 vs lg, -3.8 vs opp K%, opp K% 22.7; slate #26/29 soft)",4.0,12.0,82.0,2.0,2.0,20.0,.260,.657,14.634146341463415,1,5,5.0,1,3,3.0,2025-07-22 H: 4.0IP 5K; 2023-04-30 A: 5.0IP 3K
18,Reynaldo López,625643,ATL,R,WSH,WSH@ATL,6:15 PM CT,2026-08-01T23:15:00Z,ok,prior:2026-07-31,4.9016255072463775,21,2.3333333333333335,season_start_est,swingman,23.46447543867203,29.38794484255778,4.583922448283221,4.447763994441868,2.1118027894804827,9,9,1.0,21,,21,3.641860594349727,1.25581399805163,8.288372387140758,4.426177987728419,medium,"elev_bb,elev_hr,elev_xfip",0.95,,5.0,9.0,5.0,4.9016255072463775,0.3,20.579710144927535,0.30308502727067976,11.014492753623188,recent,0.9459699016677928,patient,0.95,0.9674260869565218,elevated,759,467,"695578,671277,686611,682928,691781,695734,695670,677588,696285",James Wood; Luis García Jr.; Dylan Crews; CJ Abrams; Brady House; Daylen Lile; Harry Ford; José Tena; Jacob Young,,False,,9,0.7241379310344828,strong,strong,0.9644754386720287,2.8847652937444934,,"arsenal K% 23.5 (strong solo, +1.0 vs lg, +2.9 vs opp K%, opp K% 20.6; slate #9/29 strong)",6.0,22.0,93.0,13.0,5.0,21.0,.269,.887,23.655913978494624,2,9,4.5,3,9,3.0,2026-05-24 H: 2.0IP 2K; 2026-04-21 A: 1.0IP 1K; 2024-09-10 A: 1.0IP 1K; 2024-08-25 H: 6.0IP 7K; 2024-06-06 A: 6.0IP 7K
19,Luinder Avila,679883,KC,R,COL,KC@COL,7:10 PM CT,2026-08-02T00:10:00Z,ok,prior:2026-07-31,4.7727272727272725,21,2.3333333333333335,season_start_est,starter,21.775700489775975,24.69013432343534,4.569344632294835,4.960904047793395,1.9598130440798378,9,9,1.0,21,,21,5.212871680901531,0.8019802586002356,7.8861392095689835,4.756949336160065,medium,"high_bb,elev_xfip",0.9,,4.0,6.893617021276596,5.222222222222222,3.6557059961315286,0.3,24.85207100591716,0.1996082708637692,6.21301775147929,recent,1.0520142675929742,free_swing,1.0166958579881658,1.0,low,730,503,"664983,666160,696100,681198,691720,671289,687859,686668,678662",Jake McCarthy; Mickey Moniak; Hunter Goodman; TJ Rumfield; Kyle Karros; Tyler Freeman; Troy Johnston; Brenton Doyle; Ezequiel Tovar,,False,,19,0.3793103448275862,soft,avg,-0.7242995102240251,-3.0763705161411856,,"arsenal K% 21.8 (avg solo, -0.7 vs lg, -3.1 vs opp K%, opp K% 24.9; slate #19/29 soft)",,,,,,,,,,0,0,,0,0,,
20,Payton Tolle,801139,BOS,L,LAD,BOS@LAD,8:10 PM CT,2026-08-02T01:10:00Z,ok,prior:2026-07-31,5.588235294117647,23,2.5555555555555554,season_avg,starter,11.749218069455521,19.087237136161086,4.5314213941467845,2.7177295699423123,1.057429626250997,9,9,1.0,23,,23,2.557894736842105,1.0421052631578946,9.757894736842106,3.8023649598422806,clear,,1.0,,7.666666666666667,14.113636363636365,4.888888888888888,8.76336898395722,0.3,16.451612903225808,0.2903038547004912,6.129032258064516,recent,0.9299999999999999,aggressive,1.0173677419354838,1.0,low,388,1062,"660271,681624,500743,518692,605141,606192,663656,571771,672613",Shohei Ohtani; Andy Pages; Miguel Rojas; Freddie Freeman; Mookie Betts; Teoscar Hernández; Kyle Tucker; Enrique Hernández; Eliezer Alfonzo,,False,,29,0.034482758620689655,soft,soft,-10.750781930544479,-4.7023948337702866,,"arsenal K% 11.7 (soft solo, -10.8 vs lg, -4.7 vs opp K%, opp K% 16.5; slate #29/29 soft)",,,,,,,,,,0,0,,0,0,,
