rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source
11,Brandon Young,687064,BAL,R,ATL,ATL@BAL,6:05 PM CT,2026-07-25T23:05:00Z,ok,prior:2026-07-24,5.708333333333333,24,2.6666666666666665,season_avg,starter,22.435882389904823,25.258080627005867,5.252196982594649,5.314228772127695,2.0192294150914343,9,9,1.0,24,,24,3.153284847136162,0.8868613632570455,7.291971209002374,4.522051572511849,low,elev_xfip,5.666666666666667,8.052631578947368,6.333333333333333,5.107456140350877,0.3,852,575,"686948,645277,621566,671739,643289,663586,642201,663698,622761",Drake Baldwin; Ozzie Albies; Matt Olson; Michael Harris II; Mauricio Dubón; Austin Riley; Eli White; Joey Bart; Jorge Mateo,
12,Paul Skenes,694973,PIT,R,CHC,CHC@PIT,5:40 PM CT,2026-07-25T22:40:00Z,ok,prior:2026-07-24,5.492063492063492,22,2.4444444444444446,season_avg,starter,22.069279246342358,23.68540753068037,5.16097932650899,4.933495512823603,1.986235132170812,9,9,1.0,22,,22,2.028901823579725,0.8583815407452684,10.768786602077004,3.1439352617406895,clear,,6.333333333333333,9.327272727272728,6.111111111111111,5.691774891774892,0.3,1175,735,"691718,673548,683737,608324,664023,663538,699393,608348,621020",Pete Crow-Armstrong; Seiya Suzuki; Michael Busch; Alex Bregman; Ian Happ; Nico Hoerner; Pedro Ramírez; Carson Kelly; Dansby Swanson,
13,Robbie Ray,592662,SF,L,LAA,LAA@SF,3:05 PM CT,2026-07-25T20:05:00Z,ok,prior:2026-07-24,5.1947368421052635,22,2.4444444444444446,season_start_est,starter,23.194191829819083,25.506349691688325,5.0953405731885,5.201163224855753,2.0874772646837174,9,9,1.0,22,,22,4.391566479512382,1.2198795776423283,7.807229296910901,4.835359333720616,high,"high_bb,elev_hr,high_xfip",4.666666666666667,8.4,5.0,4.848421052631579,0.3,486,1409,"687263,545361,694384,624585,687093,685133,666176,694203,623168",Zach Neto; Mike Trout; Nolan Schanuel; Jorge Soler; Vaughn Grissom; Wade Meckler; Jo Adell; Denzer Guzman; Tyler Heineman,
14,Nolan McLean,690997,NYM,R,LAD,LAD@NYM,6:15 PM CT,2026-07-25T23:15:00Z,ok,prior:2026-07-24,5.666666666666666,23,2.5555555555555554,season_avg,starter,18.954990106003816,19.919012201221094,5.056632365765159,4.255506554267688,1.7059491095403434,9,9,1.0,23,,23,3.255882499061248,0.7941176826978653,10.720588716421181,3.332633619034264,clear,,7.333333333333333,11.0,6.0,6.925925925925926,0.3,1077,805,"660271,681624,669242,518692,605141,500743,663656,606192,687221",Shohei Ohtani; Andy Pages; Tommy Edman; Freddie Freeman; Mookie Betts; Miguel Rojas; Kyle Tucker; Teoscar Hernández; Dalton Rushing,
15,Bryce Elder,693821,ATL,R,BAL,ATL@BAL,6:05 PM CT,2026-07-25T23:05:00Z,ok,prior:2026-07-24,5.719298245614035,24,2.6666666666666665,season_avg,starter,21.398290379457144,24.097449457000632,4.978248476530558,5.18589739396954,1.9258461341511428,9,9,1.0,24,,24,2.733128898319382,1.4079754930736212,7.4539879045074064,4.113316623404046,low,elev_hr,3.6666666666666665,7.071428571428571,4.666666666666667,4.493734335839599,0.3,1042,566,"687637,624413,683002,621493,681297,665750,702616,687952,644433",Dylan Beavers; Pete Alonso; Gunnar Henderson; Taylor Ward; Colton Cowser; Leody Taveras; Jackson Holliday; Christian Encarnacion-Strand; Chadwick Tromp,
16,Casey Mize,663554,DET,R,KC,KC@DET,12:10 PM CT,2026-07-25T17:10:00Z,ok,official,5.377777777777778,21,2.3333333333333335,season_avg,starter,21.919728901456935,22.411627551591735,4.909274968165201,4.95367548643661,1.972775601131124,9,9,1.0,21,,21,2.119834777574611,0.5578512572564766,9.148760619006216,3.684372156640581,clear,,4.666666666666667,8.042553191489361,5.222222222222222,4.8056737588652485,0.3,712,521,"695600,657041,695506,521692,686469,679845,686681,686555,623205",Carter Jensen; Lane Thomas; Jac Caglianone; Salvador Perez; Vinnie Pasquantino; Nick Loftin; Michael Massey; Isaac Collins; Andrew Velazquez,
17,Ryan Feltner,663372,COL,R,MIL,COL@MIL,6:10 PM CT,2026-07-25T23:10:00Z,ok,prior:2026-07-24,4.455952380952381,19,2.111111111111111,season_avg,starter,23.4342956170591,29.16503914821464,4.7693624876123275,4.551895390466591,2.109086605535319,9,9,1.0,19,,19,3.8375636003973947,1.9187818001986974,6.852792143566776,4.827744049610541,high,"elev_bb,high_hr,high_xfip",5.0,10.657894736842106,4.222222222222222,5.276785714285714,0.3,518,557,"592885,694192,668930,661388,669003,800325,641343,687401,666152",Christian Yelich; Jackson Chourio; Brice Turang; William Contreras; Garrett Mitchell; Luis Lara; Jake Bauers; Joey Ortiz; David Hamilton,
18,Robert Gasser,688107,MIL,L,COL,COL@MIL,6:10 PM CT,2026-07-25T23:10:00Z,ok,prior:2026-07-24,5.133333333333334,22,2.4444444444444446,season_avg,starter,23.148132682340417,22.928038249094257,4.667551454970433,4.982824266979039,2.0833319414106377,9,9,1.0,22,,22,2.454545515346416,1.9285714763436126,8.415584624044856,4.532664407750397,medium,"high_hr,elev_xfip",4.0,6.8936170212765955,5.222222222222222,3.9319148936170216,0.3,302,565,"664983,691720,694249,696100,650489,687859,666160,671289,678662",Jake McCarthy; Kyle Karros; Cole Carrigg; Hunter Goodman; Willi Castro; Troy Johnston; Mickey Moniak; Tyler Freeman; Ezequiel Tovar,
19,Andre Pallante,669467,STL,R,CIN,CIN@STL,6:15 PM CT,2026-07-25T23:15:00Z,ok,prior:2026-07-24,5.5438596491228065,23,2.5555555555555554,season_avg,starter,22.48603354379968,24.061880764916637,4.398588916956065,5.244224768583853,2.0237430189419716,9,9,1.0,23,,23,2.648734305115437,0.8544304210049797,6.408228157537347,4.136471241970658,clear,,2.3333333333333335,3.9375,5.333333333333333,2.4254385964912277,0.3,895,840,"682829,701398,668709,553993,663993,668715,663886,667472,695490",Elly De La Cruz; Sal Stewart; JJ Bleday; Eugenio Suárez; Nathaniel Lowe; Spencer Steer; Tyler Stephenson; Dane Myers; Edwin Arroyo,
20,Ryan Johnson,696270,LAA,R,SF,LAA@SF,3:05 PM CT,2026-07-25T20:05:00Z,ok,prior:2026-07-24,4.795238095238096,21,2.3333333333333335,season_start_est,starter,19.380974802744987,23.549143279751586,4.1039001760555855,4.1011985022368425,1.744287732247049,9,9,1.0,21,,21,3.7565218637390756,2.3478261648369223,7.043478494510767,5.037033711401311,high,"elev_bb,high_hr,high_xfip",4.0,7.714285714285714,4.666666666666667,4.110204081632654,0.3,398,285,"650333,671218,805811,646240,669477,808982,642715,687551,691740",Luis Arraez; Heliot Ramos; Bryce Eldridge; Rafael Devers; Casey Schmitt; Jung Hoo Lee; Willy Adames; Drew Gilbert; Daniel Susac,
21,Nick Martinez,607259,TB,R,CLE,CLE@TB,5:10 PM CT,2026-07-25T22:10:00Z,ok,prior:2026-07-24,5.859649122807017,24,2.6666666666666665,season_avg,starter,21.604858843045754,24.246718942217168,3.962381052579346,5.057837593910344,1.9444372958741178,9,9,1.0,24,,24,1.616766540927843,0.8892215975103137,5.011976276876314,4.710993957028078,low,elev_xfip,1.3333333333333333,2.16,5.5555555555555545,1.4063157894736842,0.3,919,643,"682657,800050,656555,677587,681807,683953,672356,595978,690984",Angel Martínez; Chase DeLauter; Rhys Hoskins; Brayan Rocchio; David Fry; Travis Bazzana; Gabriel Arias; Austin Hedges; Petey Halpin,
22,Hunter Brown,686613,HOU,R,CWS,HOU@CWS,6:10 PM CT,2026-07-25T23:10:00Z,ok,prior:2026-07-24,4.5,20,2.2222222222222223,season_avg,starter,20.055584832979992,24.519439005439004,3.831548886294692,4.027212694706703,1.8050026349681993,9,9,1.0,20,,20,6.3,1.125,9.675,4.585349190235139,medium,"high_bb,elev_xfip",3.6666666666666665,6.749999999999999,4.888888888888889,3.3749999999999996,0.3,383,349,"803011,808959,678246,695657,643217,695731,671976,805367,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Colson Montgomery; Andrew Benintendi; Braden Montgomery; Tristan Peters; Chase Meidroth; Drew Romo,
23,Foster Griffin,656492,WSH,L,AZ,AZ@WSH,3:05 PM CT,2026-07-25T20:05:00Z,ok,prior:2026-07-24,5.866666666666666,24,2.6666666666666665,season_avg,starter,15.611674965231543,21.33093729694607,3.814175311361192,3.728521121493433,1.4050507468708389,9,9,1.0,24,,24,2.0710228170491485,1.3039773292531676,8.514204914535389,3.6028355151681626,low,elev_hr,4.333333333333333,6.157894736842105,6.333333333333333,4.014035087719298,0.3,500,1368,"606466,682998,672695,672515,571448,596146,682988,680728,694374",Ketel Marte; Corbin Carroll; Geraldo Perdomo; Gabriel Moreno; Nolan Arenado; Max Kepler; Tyler Locklear; Adrian Del Castillo; Tim Tawa,
24,Sonny Gray,543243,BOS,R,TOR,TOR@BOS,3:10 PM CT,2026-07-25T20:10:00Z,ok,prior:2026-07-24,5.648148148148149,23,2.5555555555555554,season_avg,starter,14.674157937448221,18.547294541637815,3.7711659917041693,3.3701842209530457,1.32067421437034,9,9,1.0,23,,23,2.4786885865930923,0.973770516161572,7.967213314049225,3.671291175248406,clear,,5.0,7.5,6.0,4.706790123456791,0.3,966,517,"676391,665489,672960,543807,672386,676914,662139,649966,664702",Ernie Clement; Vladimir Guerrero Jr.; Kazuma Okamoto; George Springer; Alejandro Kirk; Davis Schneider; Daulton Varsho; Luis Urías; Myles Straw,
25,Mitch Bratt,683352,AZ,L,WSH,AZ@WSH,3:05 PM CT,2026-07-25T20:05:00Z,ok,prior:2026-07-24,3.900000000000001,18,2.0,season_shrunk,starter,23.0816527720065,24.836082232485055,3.6761007492728197,4.154697498961171,2.077348749480585,9,9,1.0,18,,18,5.062500301748532,2.531250150874266,5.9062503520399545,6.3570018112249915,high,"high_bb,high_hr,high_xfip",2.3333333333333335,5.906249999999999,3.555555555555556,2.559375,0.3,46,150,"695578,678554,665953,682928,686611,696285,695670,671277,683083",James Wood; Curtis Mead; Andrés Chaparro; CJ Abrams; Dylan Crews; Jacob Young; Harry Ford; Luis García Jr.; Nasim Nuñez,statcast_fallback
26,Tanner Bibee,676440,CLE,R,TB,CLE@TB,5:10 PM CT,2026-07-25T22:10:00Z,ok,prior:2026-07-24,5.666666666666667,23,2.5555555555555554,season_avg,starter,14.863640106866008,16.24873110039962,3.375375410103877,3.5105363001483965,1.3377276096179407,9,9,1.0,23,,23,2.6470588235294117,1.5126050420168067,6.957983193277311,4.326953721797767,medium,"high_hr,elev_xfip",3.0,4.859999999999999,5.555555555555556,3.0599999999999996,0.3,1025,821,"650490,666018,691406,656775,676356,802415,668723,810938,663743",Yandy Díaz; Jonathan Aranda; Junior Caminero; Cedric Mullins; Jonny DeLuca; Chandler Simpson; Ryan Vilade; Ben Williamson; Nick Fortes,
27,Randy Vásquez,681190,SD,R,MIA,SD@MIA,3:10 PM CT,2026-07-25T20:10:00Z,ok,prior:2026-07-24,5.291666666666667,23,2.5555555555555554,season_start_est,starter,15.050283065822482,19.476574130378477,3.2608082690113545,3.457667275058238,1.3545254759240235,9,9,1.0,23,,23,2.7718632284334697,1.4372624147432804,6.467680866344762,4.992865393413577,medium,"elev_hr,high_xfip",2.0,4.764705882352941,3.777777777777778,2.8014705882352944,0.3,858,624,"672640,669065,681715,669364,689414,665052,805300,691594,691788",Otto Lopez; Kyle Stowers; Heriberto Hernández; Xavier Edwards; Liam Hicks; Griffin Conine; Jakob Marsee; Javier Sanoja; Joe Mack,
28,Mason Barnett,686930,ATH,R,MIN,ATH@MIN,6:10 PM CT,2026-07-25T23:10:00Z,ok,prior:2026-07-24,1.35,5,0.5555555555555556,opener_profile,opener_likely,23.94922177819214,26.9002310200566,1.278065516224148,1.278065516224148,2.1554299600372926,9,9,1.0,5,,5,5.062500301748532,2.109375125728555,8.859375528059932,4.698338458595399,high,"high_bb,high_hr,elev_xfip",,,,,,168,216,"668885,621439,680777,605137,668904,605170,807712,686797,668952",Austin Martin; Byron Buxton; Ryan Jeffers; Josh Bell; Royce Lewis; Victor Caratini; Luke Keaschall; Brooks Lee; Ryan Kreidler,statcast_fallback
