rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct
11,Tanner Bibee,676440,CLE,R,BAL,CLE@BAL,5:35 PM CT,2026-09-08T22:35:00Z,ok,official,5.7077319593077025,24,2.6666666666666665,season_avg,starter,20.953440176883394,25.152186626460484,5.391779548312654,5.409257049653375,1.8858096159195055,9,9,1.0,24,,24,2.759519122458758,1.4068136702730922,7.142284787540315,4.427861778256449,19.298246,78.243021,37.1428571,42.653061199999996,10.0478468,13.535354,balanced,,medium,"elev_hr,elev_xfip",1.0,,5.0,8.4375,5.333333333333333,5.350998711850971,0.3,26.724137931034484,0.2122323036433077,8.908045977011493,62.35632183908046,whiff_prone,recent,1.07,neutral,0.9945275862068965,0.9951356321839081,mild,1511,1110,"702616,624413,683002,691723,694212,687637,677942,681297,665750",Jackson Holliday; Pete Alonso; Gunnar Henderson; Coby Mayo; Samuel Basallo; Dylan Beavers; Blaze Alexander; Colton Cowser; Leody Taveras,,23.645876038111567,85.75534591194969,FC,avg,False,,savant+statcast,True,"K9 7.1, elev_xFIP 4.43",17,0.4482758620689655,avg,avg,-1.5465598231166062,-5.77069775415109,FILLER,"soft-contact (K9 7.1, elev_xFIP 4.43) + arsenal K% 21.0 (avg solo, -1.5 vs lg, -5.8 vs opp K%, opp K% 26.7; slate #17/29 avg); stuff whiff 23.6% (avg), FC 85.8 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",0,,2,9,4.5,2,12,6.0,2026-04-17 H: 6.0IP 5K; 2025-07-21 H: 7.0IP 4K; 2025-04-17 A: 5.2IP 5K; 2024-06-24 A: 6.0IP 7K,4.0,21.0,101.0,8.0,4.0,20.0,.217,.668,20.792079207920793
12,Quinn Mathews,687273,STL,L,SF,STL@SF,8:45 PM CT,2026-09-09T01:45:00Z,ok,official,4.324642604651163,19,2.111111111111111,season_avg,starter,31.049773029712885,31.273425229741022,5.33730559029639,5.96847616794303,2.7944795726741596,9,9,1.0,19,,19,4.378378491231003,0.36486487426925024,8.756756982462006,4.43930774953916,21.428570999999998,76.036866,39.1891891,37.8378378,17.857142800000002,13.333333,balanced,,medium,"high_bb,elev_xfip",0.9,,4.666666666666667,8.042553191489361,5.222222222222222,3.86457424245423,0.3,21.511627906976745,0.2574572179477155,10.465116279069768,63.66279069767442,whiff_prone,recent,1.0255426722572571,patient,0.9557709302325581,0.9740186046511627,elevated,90,402,"813841,646240,805811,678545,806367,668800,694376,687529,683766",Jonah Cox; Rafael Devers; Bryce Eldridge; Osleivis Basabe; Turner Hill; Andrew Knizner; Shay Whitcomb; Grant McCray; Christian Koss,statcast_fallback,26.666631074664902,93.67345971563981,FF,strong,False,,statcast,False,,1,1.0,elite,elite,8.549773029712885,9.53814512273614,,"arsenal K% 31.0 (elite solo, +8.5 vs lg, +9.5 vs opp K%, opp K% 21.5; slate #1/29 elite); stuff whiff 26.7% (strong), FF 93.7 mph",0,,0,0,,0,0,,,,,,,,,,,
13,Dean Kremer,665152,MIN,R,DET,MIN@DET,5:40 PM CT,2026-09-08T22:40:00Z,ok,official,4.9743589743589745,21,2.3333333333333335,season_avg,starter,25.62278726559826,25.494650459306868,5.291126028132453,5.480180040189219,2.306050853903843,9,9,1.0,21,,21,3.240000030899048,2.025000019311905,8.910000084972383,4.024457162061994,23.571429,74.656189,36.7021276,43.0851063,6.1728395,10.526316,balanced,,medium,"high_hr,exit_hr",0.97,exit_hr,4.333333333333333,8.775,4.444444444444444,4.8500000000000005,0.3,28.792569659442723,0.22436331770685114,8.359133126934985,60.06191950464396,whiff_prone,recent,1.07,neutral,0.9994678018575851,1.0,neutral,692,440,"805808,650402,690993,682985,680664,814430,703601,701678,656716",Kevin McGonigle; Gleyber Torres; Colt Keith; Riley Greene; Eduardo Valencia; Brett Callahan; Max Clark; Hao-Yu Lee; Zach McKinstry,,26.86782419426744,92.91362126245848,FF,strong,False,,savant+statcast,False,,8,0.7586206896551724,strong,elite,3.1227872655982587,-3.1697823938444643,,"arsenal K% 25.6 (elite solo, +3.1 vs lg, -3.2 vs opp K%, opp K% 28.8; slate #8/29 strong); stuff whiff 26.9% (strong), FF 92.9 mph",0,,2,13,6.5,3,13,4.333333333333333,2026-09-02 H: 4.0IP 5K; 2026-07-28 A: 4.0IP 4K; 2025-06-12 H: 7.0IP 8K; 2025-04-27 A: 5.2IP 3K; 2023-04-29 A: 5.0IP 6K,5.0,26.0,120.0,13.0,4.0,34.0,.318,.915,21.666666666666668
14,Michael Wacha,608379,KC,R,AZ,AZ@KC,6:40 PM CT,2026-09-08T23:40:00Z,ok,official,6.205233486943165,25,2.7777777777777777,season_avg,starter,18.52591429519454,21.583473312107042,5.149678572792142,4.444023059097084,1.6673322865675086,9,9,1.0,25,,25,2.241509563029138,1.2226415798340753,7.284906079844699,4.208780290873986,20.08427,80.358535,36.9351669,43.418467500000006,10.859728500000001,14.836224000000001,balanced,,medium,"elev_hr,elev_xfip",1.0,,7.666666666666667,9.857142857142858,7.0,6.796208104747277,0.3,21.994134897360702,0.23464584923292708,9.67741935483871,65.98240469208211,neutral,recent,1.0154353118853165,patient,0.9664048387096774,0.9834709677419355,elevated,1570,1063,"663457,606466,672515,672695,682998,571448,694371,694374,814439",Lars Nootbaar; Ketel Marte; Gabriel Moreno; Geraldo Perdomo; Corbin Carroll; Nolan Arenado; Tommy Troy; Tim Tawa; Ryan Waldschmidt,,22.12608119820425,93.13729281767955,FF,avg,False,,savant+statcast,False,,25,0.1724137931034483,soft,soft,-3.9740857048054608,-3.468220602166163,,"arsenal K% 18.5 (soft solo, -4.0 vs lg, -3.5 vs opp K%, opp K% 22.0; slate #25/29 soft); stuff whiff 22.1% (avg), FF 93.1 mph; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",0,,1,1,1.0,2,7,3.5,2025-07-05 A: 4.0IP 4K; 2024-07-24 H: 4.2IP 1K; 2023-04-20 A: 4.0IP 3K,10.0,42.0,215.0,23.0,6.0,53.0,.282,.830,19.53488372093023
15,Gabriel Hughes,687312,COL,R,NYY,COL@NYY,6:05 PM CT,2026-09-08T23:05:00Z,ok,official,4.876666666666667,22,2.4444444444444446,season_start_est,starter,26.164386711958493,26.756723897525546,5.1057063574894626,6.011366224984947,2.3547948040762643,9,9,1.0,22,,22,3.6114650559022032,0.8598726323576674,7.2229301118044065,4.592218262944686,18.181818,83.886256,39.7515527,38.5093167,11.2903225,11.445783,balanced,,medium,"elev_bb,elev_xfip",0.95,,3.0,5.5227272727272725,4.888888888888889,2.9925,0.3,26.204819277108435,0.270262618421333,7.831325301204819,63.855421686746986,whiff_prone,recent,1.0698861526235826,neutral,1.0042180722891567,1.0,neutral,594,304,"700250,641355,592450,671277,682987,665862,806146,641857,669224",Ben Rice; Cody Bellinger; Aaron Judge; Luis García Jr.; Spencer Jones; Jazz Chisholm Jr.; George Lombard Jr.; Ryan McMahon; Austin Wells,,18.886462152052353,92.36722338204595,FF,soft,False,,savant+statcast,False,,4,0.896551724137931,elite,elite,3.6643867119584925,-0.04043256514994198,,"arsenal K% 26.2 (elite solo, +3.7 vs lg, -0.0 vs opp K%, opp K% 26.2; slate #4/29 elite); stuff whiff 18.9% (soft), FF 92.4 mph",0,,0,0,,0,0,,,,,,,,,,,
16,Jacob Misiorowski,694819,MIL,R,CHC,CHC@MIL,6:40 PM CT,2026-09-08T23:40:00Z,ok,official,5.8131219241853245,22,2.4444444444444446,season_avg,starter,22.521573965129832,21.637023416561433,4.932257938436726,4.399036178718078,2.026941656861685,9,9,1.0,22,,22,2.264516129032258,0.8129032258064516,13.180645161290322,2.250841219530952,38.344595,65.381391,44.4089456,38.0191693,10.0840336,18.611987,whiff,"K% 38.3, Contact% 65.4",clear,,1.0,,5.666666666666667,9.5625,5.333333333333333,6.176442044446907,0.3,17.86743515850144,0.28577698327432893,10.37463976945245,69.164265129683,contact_heavy,recent,0.9306854371785358,patient,0.9569923631123919,0.9751043227665706,elevated,1350,1010,"691718,673548,608324,683737,663538,664023,807713,621438,665804",Pete Crow-Armstrong; Seiya Suzuki; Alex Bregman; Michael Busch; Nico Hoerner; Ian Happ; Matt Shaw; Tyrone Taylor; Miguel Amaya,,37.601157804459696,100.5700538358008,FF,elite,True,"K9 13.2, stuff whiff 37.6%",savant,False,,13,0.5862068965517241,avg,strong,0.021573965129832118,4.654138806628392,,"arsenal K% 22.5 (strong solo, +0.0 vs lg, +4.7 vs opp K%, opp K% 17.9; slate #13/29 avg); stuff whiff 37.6% (elite), FF 100.6 mph; pitcher style WHIFF (K% 38.3, Contact% 65.4); stuff ceiling (K9 13.2, stuff whiff 37.6%); K-first arm — confirms overs / SPIKE caution on soft unders",1,,2,15,7.5,3,18,6.0,2026-09-02 A: 4.0IP 5K; 2026-06-26 H: 6.0IP 8K; 2026-05-19 A: 6.0IP 8K; 2025-08-20 A: 4.0IP 5K; 2025-07-28 H: 4.0IP 7K,5.0,33.0,99.0,14.0,2.0,14.0,.165,.554,33.333333333333336
17,Cam Schlittler,693645,NYY,R,COL,COL@NYY,6:05 PM CT,2026-09-08T23:05:00Z,ok,official,5.885964171067619,23,2.5555555555555554,season_avg,starter,19.786539124021747,23.26243023108687,4.8954572377514225,4.299933515596996,1.7807885211619572,9,9,1.0,23,,23,2.2019418780542392,0.7864078135907998,11.009709390271198,2.8642017664191464,31.019202,73.847262,43.4466019,38.106796100000004,9.5541401,17.266187,whiff,"K% 31.0, Contact% 73.8",clear,,1.0,,7.0,9.610169491525424,6.555555555555556,6.285012589445085,0.3,20.12012012012012,0.2790147563207241,9.00900900900901,67.56756756756756,neutral,recent,0.9703994640729722,neutral,0.993618918918919,0.9943279279279279,mild,1642,1040,"664983,694249,681198,696100,666160,691720,691182,691728,678662",Jake McCarthy; Cole Carrigg; TJ Rumfield; Hunter Goodman; Mickey Moniak; Kyle Karros; Adael Amador; Zac Veen; Ezequiel Tovar,,28.76450640542577,98.00016949152544,FF,strong,True,"K9 11.0, stuff whiff 28.8%",savant,False,,22,0.27586206896551724,soft,soft,-2.713460875978253,-0.3335809960983731,SPIKE,"arsenal K% 19.8 (soft solo, -2.7 vs lg, -0.3 vs opp K%, opp K% 20.1; slate #22/29 soft); stuff whiff 28.8% (strong), FF 98.0 mph; pitcher style WHIFF (K% 31.0, Contact% 73.8); SPIKE (K9 11.0, stuff whiff 28.8%) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",0,,0,0,,0,0,,,,,,,,,,,
18,Sandy Alcantara,645261,MIA,R,NYM,NYM@MIA,5:40 PM CT,2026-09-08T22:40:00Z,ok,official,6.47824380952381,27,3.0,season_avg,starter,19.751703462502856,22.92195908672192,4.836750846051125,5.30226026342427,1.777653311625257,9,9,1.0,27,,27,2.3458263570510036,0.8739353094895895,6.531516523553774,4.271949046107057,17.574257,81.375167,42.3333333,37.6666666,13.716814099999999,16.118420999999998,balanced,,low,elev_xfip,1.0,,3.6666666666666665,5.2105263157894735,6.333333333333333,3.7505622055137846,0.3,22.571428571428573,0.2509132978132978,9.142857142857142,67.71428571428571,neutral,recent,1.0018431041181042,neutral,0.9924142857142857,0.9932571428571428,mild,1851,1110,"596019,665742,666182,701807,676724,543760,805999,683146,682626",Francisco Lindor; Juan Soto; Bo Bichette; Carson Benge; Jared Young; Marcus Semien; A.J. Ewing; Brett Baty; Francisco Alvarez,,21.04485015311608,97.30501882057717,SI,soft,False,,savant+statcast,True,"K9 6.5, soft L3 3.7, elev_xFIP 4.27",23,0.2413793103448276,soft,soft,-2.7482965374971435,-2.8197251089257165,FILLER,"soft-contact (K9 6.5, soft L3 3.7, elev_xFIP 4.27) + arsenal K% 19.8 (soft solo, -2.7 vs lg, -2.8 vs opp K%, opp K% 22.6; slate #23/29 soft); stuff whiff 21.0% (soft), SI 97.3 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",0,,3,9,3.0,2,11,5.5,2026-08-02 A: 6.0IP 5K; 2025-09-26 H: 7.0IP 3K; 2025-08-31 A: 7.0IP 6K; 2025-04-01 H: 5.0IP 4K; 2023-03-30 H: 5.2IP 2K,19.0,104.0,495.0,33.0,12.0,95.0,.209,.619,21.01010101010101
19,Bryce Miller,682243,SEA,R,TEX,TEX@SEA,8:40 PM CT,2026-09-09T01:40:00Z,ok,prior:2026-09-06,5.308780261786492,21,2.3333333333333335,season_start_est,starter,24.72223868749321,26.162325888177055,4.774862145930465,4.989979909110202,2.225001481874389,9,9,1.0,21,,21,2.371621682750127,1.5506757156443136,8.665540763894693,3.8978818878334582,23.929471,78.53717,36.996336899999996,45.787545699999995,10.4,14.545454999999999,balanced,,medium,"high_hr,short_recent_ip,exit_hr",0.9311999999999999,"short_recent_ip,exit_hr",3.6666666666666665,7.24390243902439,4.555555555555556,4.272920698511078,0.3,19.135802469135804,0.2496756598230238,9.25925925925926,68.82716049382717,neutral,recent,0.9560625665257255,neutral,0.9913666666666666,0.992325925925926,mild,858,671,"677649,608369,679822,607043,694671,669394,681351,553869,683227",Ezequiel Duran; Corey Seager; Justin Foscue; Brandon Nimmo; Wyatt Langford; Jake Burger; Logan O'Hoppe; Elias Díaz; Cody Freeman,,24.700771410843355,96.04096185737977,FF,avg,False,,savant+statcast,False,,11,0.6551724137931034,strong,elite,2.22223868749321,5.586436218357406,,"arsenal K% 24.7 (elite solo, +2.2 vs lg, +5.6 vs opp K%, opp K% 19.1; slate #11/29 strong); stuff whiff 24.7% (avg), FF 96.0 mph",0,,2,12,6.0,4,9,2.25,2026-07-24 A: 5.1IP 0K; 2025-04-11 H: 5.0IP 5K; 2024-09-12 H: 6.0IP 7K; 2024-04-24 A: 4.0IP 5K; 2023-09-22 A: 4.1IP 2K; 2023-06-04 A: 2.1IP 2K,6.0,21.0,121.0,12.0,8.0,31.0,.284,.924,17.355371900826448
20,Bubba Chandler,696149,PIT,R,CWS,PIT@CWS,6:40 PM CT,2026-09-08T23:40:00Z,ok,official,4.476933707865169,20,2.2222222222222223,season_start_est,starter,25.456317583980848,28.979824746663287,4.5756067334353485,4.83592765873808,2.2910685825582764,9,9,1.0,20,,20,4.698529774187786,0.7941177083134286,8.007353558827072,4.7633971855343,20.439189,80.199818,39.6907216,40.7216494,13.291139199999998,16.030534,fly_popup,"FB% 40.7, IFFB% 13.3",medium,"high_bb,elev_xfip",0.9,,4.333333333333333,7.977272727272727,4.888888888888889,3.9681912410623084,0.3,22.191011235955056,0.21257718658371336,11.797752808988765,64.88764044943821,neutral,recent,1.032872557286656,patient,0.95,0.9580269662921348,elevated,1320,1013,"803011,678246,808959,643217,695657,695731,671976,805367,691019",Sam Antonacci; Miguel Vargas; Munetaka Murakami; Andrew Benintendi; Colson Montgomery; Braden Montgomery; Tristan Peters; Chase Meidroth; Kyle Teel,,21.776002217616853,98.40774021352314,FF,soft,False,,savant+statcast,False,,9,0.7241379310344828,strong,elite,2.956317583980848,3.265306348025792,,"arsenal K% 25.5 (elite solo, +3.0 vs lg, +3.3 vs opp K%, opp K% 22.2; slate #9/29 strong); stuff whiff 21.8% (soft), FF 98.4 mph; pitcher style FLY/popup (FB% 40.7, IFFB% 13.3)",1,,0,0,,0,0,,,,,,,,,,,
21,Casey Mize,663554,SD,R,WSH,WSH@SD,8:40 PM CT,2026-09-09T01:40:00Z,ok,official,4.591658000000001,19,2.111111111111111,season_avg,starter,28.715287893310308,31.847715412403552,4.488703333150666,5.56906757797034,2.584375910397928,9,9,1.0,19,,19,2.217008847256408,1.0293255362261895,7.917888740201458,4.299828078211289,21.551724,78.143361,31.722054300000003,49.5468277,15.243902400000001,17.065868000000002,fly_popup,"FB% 49.5, IFFB% 15.2",medium,"elev_xfip,short_recent_ip",0.93,short_recent_ip,1.6666666666666667,3.857142857142857,3.888888888888889,1.967853428571429,0.3,24.307692307692307,0.2356331782994624,12.0,61.84615384615385,whiff_prone,recent,1.07,patient,0.95,0.9556,elevated,1011,762,"695578,694673,686611,682928,691781,695734,691002,678391,695670",James Wood; Abimelec Ortiz; Dylan Crews; CJ Abrams; Brady House; Daylen Lile; Yohandy Morales; Jorbit Vivas; Harry Ford,,23.904612655233592,93.36239870340356,FF,avg,False,,savant,False,,3,0.9310344827586207,elite,elite,6.2152878933103075,4.407595585618001,,"arsenal K% 28.7 (elite solo, +6.2 vs lg, +4.4 vs opp K%, opp K% 24.3; slate #3/29 elite); stuff whiff 23.9% (avg), FF 93.4 mph; pitcher style FLY/popup (FB% 49.5, IFFB% 15.2)",1,,1,4,4.0,0,0,,2024-06-13 H: 6.0IP 4K,1.0,4.0,22.0,1.0,0.0,4.0,.200,.477,18.181818181818183
22,Hayden Wesneski,669713,HOU,R,PHI,HOU@PHI,5:40 PM CT,2026-09-08T22:40:00Z,ok,official,5.5331194525904195,22,2.4444444444444446,season_avg,starter,20.33464343329085,23.010601428378624,4.3401713052145965,4.107888626217752,1.8301179089961765,9,9,1.0,22,,22,3.1764707918869655,0.45378154169813795,7.487395438019275,4.121551309754828,20.886076,76.388889,41.6666666,36.111111099999995,12.8205128,18.348624,balanced,,clear,,1.0,,5.0,7.9411764705882355,5.666666666666667,4.882164222873899,0.3,18.7683284457478,0.2305625196676095,10.263929618768328,69.50146627565982,contact_heavy,recent,0.9509136222825111,patient,0.9584869501466275,0.9764328445747801,elevated,359,234,"656941,607208,547180,650333,664761,681082,669016,592663,702222",Kyle Schwarber; Trea Turner; Bryce Harper; Luis Arraez; Alec Bohm; Bryson Stott; Brandon Marsh; J.T. Realmuto; Justin Crawford,statcast_fallback,26.86971235194585,93.6830985915493,FF,strong,False,,statcast,False,,20,0.3448275862068966,soft,avg,-2.16535656670915,1.5663149875430484,,"arsenal K% 20.3 (avg solo, -2.2 vs lg, +1.6 vs opp K%, opp K% 18.8; slate #20/29 soft); stuff whiff 26.9% (strong), FF 93.7 mph",1,,2,11,5.5,1,4,4.0,2024-09-24 A: 2.0IP 4K; 2024-07-02 H: 5.0IP 7K; 2023-06-28 H: 4.1IP 4K,4.0,18.0,71.0,6.0,4.0,15.0,.238,.770,25.35211267605634
23,Brandon Young,687064,BAL,R,CLE,CLE@BAL,5:35 PM CT,2026-09-08T22:35:00Z,ok,official,5.708333333333333,24,2.6666666666666665,season_avg,starter,19.5262528378793,21.018531283451384,4.296753922907124,4.366668165729389,1.7573627554091371,9,9,1.0,24,,24,3.153284671532847,1.2481751824817517,7.226277372262774,4.452390922856157,18.867925,78.119181,42.446043100000004,40.2877697,11.309523800000001,15.47619,fly_popup,"FB% 40.3, IFFB% 11.3",medium,"elev_hr,elev_xfip",1.0,,4.666666666666667,6.517241379310344,6.4444444444444455,4.133620689655172,0.3,16.56441717791411,0.23835792510417145,7.668711656441718,71.16564417177914,contact_heavy,recent,0.9299999999999999,neutral,1.0056815950920246,1.0,neutral,1291,881,"680757,683953,608070,666176,663993,682657,672275,690984,677587",Steven Kwan; Travis Bazzana; José Ramírez; Jo Adell; Nathaniel Lowe; Angel Martínez; Patrick Bailey; Petey Halpin; Brayan Rocchio,,23.643151057267747,94.35028636884307,FF,avg,False,,savant+statcast,False,,24,0.20689655172413793,soft,soft,-2.9737471621206986,2.9618356599651925,UNDER_OK,"arsenal K% 19.5 (soft solo, -3.0 vs lg, +3.0 vs opp K%, opp K% 16.6; slate #24/29 soft); stuff whiff 23.6% (avg), FF 94.4 mph; pitcher style FLY/popup (FB% 40.3, IFFB% 11.3); UNDER_OK — 2/2+ confirms (GB/FLY style, opp contact-heavy BIP); fly/popup out-getter — BIP outs over Ks; same under cue as GB style",2,,0,0,,1,3,3.0,2025-07-22 A: 4.1IP 3K,1.0,3.0,20.0,3.0,1.0,4.0,.235,.821,15.0
24,Jack Perkins,678022,ATH,R,TOR,TOR@ATH,8:40 PM CT,2026-09-09T01:40:00Z,ok,prior:2026-09-07,5.04996923076923,23,2.5555555555555554,season_start_est,swingman,16.36197647499496,20.903550675472516,4.188008970789478,3.6521149286848846,1.4725778827495466,9,9,1.0,23,,23,4.301695304636126,1.6474577762436229,10.616950113570013,4.373424470917329,25.663717000000002,74.074074,34.782608599999996,44.9275362,6.451612900000001,14.336918,whiff,"K% 25.7, Contact% 74.1",high,"high_bb,high_hr,elev_xfip,short_recent_ip,exit_hr",0.8380799999999999,"short_recent_ip,exit_hr",4.666666666666667,9.692307692307692,4.333333333333333,5.438428402366863,0.3,14.366197183098592,0.2970744468655207,7.323943661971831,75.77464788732394,contact_heavy,recent,0.9299999999999999,neutral,1.0087845070422534,1.0,neutral,971,753,"703520,543807,665489,672386,672960,664770,676391,665926,664702",Brett Bateman; George Springer; Vladimir Guerrero; Alejandro Kirk; Kazuma Okamoto; Nathan Lukes; Ernie Clement; Andrés Giménez; Myles Straw,,27.799034717715774,95.74890909090908,FF,strong,True,"K9 10.6, stuff whiff 27.8% + FB 95.7",savant+statcast,False,,29,0.034482758620689655,soft,soft,-6.138023525005039,1.995779291896369,SPIKE,"arsenal K% 16.4 (soft solo, -6.1 vs lg, +2.0 vs opp K%, opp K% 14.4; slate #29/29 soft); stuff whiff 27.8% (strong), FF 95.7 mph; pitcher style WHIFF (K% 25.7, Contact% 74.1); SPIKE (K9 10.6, stuff whiff 27.8% + FB 95.7) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",2,,1,1,1.0,0,0,,2025-07-11 H: 0.1IP 1K,1.0,1.0,5.0,1.0,0.0,2.0,.667,1.800,20.0
25,Nick Lodolo,666157,CIN,L,LAD,CIN@LAD,9:10 PM CT,2026-09-09T02:10:00Z,ok,official,4.266854201764706,20,2.2222222222222223,season_avg,starter,22.481068629697738,21.411751615891475,4.102290821292943,4.214628838309246,2.0232961766727966,9,9,1.0,20,,20,3.7058823529411766,1.6941176470588235,7.305882352941176,4.813127883655183,18.015666,79.215116,40.530303,35.984848400000004,5.2631578,13.857678000000002,balanced,,high,"elev_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.893855,"exit_hr,exit_xfip_bb",4.0,8.1,4.444444444444445,3.840168781588235,0.3,19.814241486068113,0.2681185094741764,12.074303405572756,65.3250773993808,neutral,recent,0.9900942116407438,patient,0.95,0.9547083591331269,elevated,363,1153,"669242,605141,669257,518692,606192,500743,669743,571970,571771",Tommy Edman; Mookie Betts; Will Smith; Freddie Freeman; Teoscar Hernández; Miguel Rojas; Alex Call; Max Muncy; Enrique Hernández,,22.42005277044855,93.93325,FF,avg,False,,savant,False,,14,0.5517241379310345,avg,avg,-0.018931370302261996,2.666827143629625,,"arsenal K% 22.5 (avg solo, -0.0 vs lg, +2.7 vs opp K%, opp K% 19.8; slate #14/29 avg); stuff whiff 22.4% (avg), FF 93.9 mph",1,,1,11,11.0,1,6,6.0,2025-08-27 A: 4.2IP 6K; 2025-07-29 H: 5.1IP 11K,2.0,17.0,43.0,2.0,1.0,11.0,.275,.676,39.53488372093023
26,Landen Roupp,694738,SF,R,STL,STL@SF,8:45 PM CT,2026-09-09T01:45:00Z,ok,prior:2026-09-07,4.822222222222222,21,2.3333333333333335,season_avg,starter,21.475664577267054,25.437731211248188,3.979638006171855,4.472153673413209,1.932809811954035,9,9,1.0,21,,21,4.230415044013875,0.6843318453551857,8.52304207396913,4.151055537264996,22.312704,77.09854,48.3460559,35.1145038,7.2463768,16.089108999999997,balanced,,medium,high_bb,0.9,,3.0,5.282608695652175,5.111111111111111,2.830434782608696,0.3,22.988505747126435,0.29301569601063343,6.32183908045977,68.39080459770115,neutral,recent,0.9896081449628589,aggressive,1.0158252873563218,1.0,low,1548,995,"663494,671056,676475,691023,699024,669357,695491,695336,701675",Bryan Torres; Iván Herrera; Alec Burleson; Jordan Walker; Leo Bernal; Nolan Gorman; Joshua Báez; Thomas Saggese; Nathan Church,,23.728238738148292,93.40069124423964,SI,avg,False,,savant+statcast,False,,16,0.4827586206896552,avg,avg,-1.0243354227329462,-1.5128411698593816,,"arsenal K% 21.5 (avg solo, -1.0 vs lg, -1.5 vs opp K%, opp K% 23.0; slate #16/29 avg); stuff whiff 23.7% (avg), SI 93.4 mph",1,,1,4,4.0,0,0,,2024-09-27 H: 3.2IP 4K,1.0,4.0,22.0,2.0,1.0,9.0,.450,1.250,18.181818181818183
27,José Soriano,667755,TOR,R,ATH,TOR@ATH,8:40 PM CT,2026-09-09T01:40:00Z,ok,official,5.014285714285714,21,2.3333333333333335,season_avg,starter,17.305065490135227,21.60319261349293,3.9609363204830776,3.7243988251799074,1.5574558941121706,9,9,1.0,21,,21,4.038461538461538,0.8076923076923077,8.711538461538462,3.8076098440262753,23.088685,73.206925,51.6587677,28.672985699999998,7.4380165,15.7277,balanced,,medium,high_bb,0.9,,5.0,8.1,5.555555555555556,4.5128571428571425,0.3,23.055555555555557,0.2629798477896304,7.777777777777778,67.5,neutral,recent,1.0058383713859258,neutral,1.0047,1.0,neutral,1478,1131,"703607,643446,680869,671732,666126,695720,622268,675961,641680",Henry Bolte; Jeff McNeil; Zack Gelof; Lawrence Butler; Carlos Cortes; Tommy White; Donovan Walton; Alika Williams; Jonah Heim,,29.794228770232717,96.27820855614974,SI,strong,True,stuff whiff 29.8%,savant+statcast,False,,28,0.06896551724137931,soft,soft,-5.194934509864773,-5.75049006542033,SPIKE,"arsenal K% 17.3 (soft solo, -5.2 vs lg, -5.8 vs opp K%, opp K% 23.1; slate #28/29 soft); stuff whiff 29.8% (strong), SI 96.3 mph; SPIKE (stuff whiff 29.8%) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+",1,,5,27,5.4,5,19,3.8,2026-06-19 A: 5.0IP 6K; 2026-05-21 H: 6.2IP 7K; 2025-09-05 H: 2.1IP 4K; 2025-08-17 A: 5.2IP 5K; 2025-06-10 H: 7.0IP 12K; 2025-05-19 A: 6.0IP 4K; 2024-07-28 H: 2.2IP 2K; 2024-07-02 A: 4.0IP 4K,10.0,46.0,189.0,22.0,8.0,45.0,.274,.861,24.33862433862434
